startup_name,startup_amount_invested,startup_article_publication_date,startup_more_inf_url,startup_levée_de_fonds,startup_founders,startup_Number_of_employees,startup_web_site_url,startup_right_web_site_url,startup_valid_web_site_url,startup_linkedin_url,startup_facebook_url,startup_instagram_url,startup_phone,startup_email,startup_address,startup_phrasechoc
Emmene Ton Chien,55 000 €,10/07/2017,https://www.jaimelesstartups.fr/news/emmene-ton-chien-restaurant-accepte/,Levée de fonds : 55 000 €,Fondateurs : Sophie Morche,Nombre d'employés : 1,http://emmenetonchien.com/?utm_source=JaimeLesStartups,https://emmenetonchien.com/?utm_source=JaimeLesStartups,True,,https://www.facebook.com/emmenetonchien/,,"['Fax: +1-202-555-0151', '+1234567890', 'WhatsApp: +12378945612', '123-456-7890', 'Fax: 987-654-3210', '+1-202-555-0152', '+1-202-555-0193', 'WhatsApp: +1-202-555-0178']","['sophie@emmenetonchien.com?subject=Contact%20presse', 'sophie@emmenetonchien.com']","['123 Main Street, City, Country', '123 Main Street, Cityville, ABC123']","EMMENETONCHIEN.COM, LE TRIPADVISOR DOGFRIENDLY !"
BarterLink,500 000 €,05/09/2017,https://www.jaimelesstartups.fr/barterlink/,Levée de fonds : 500 000 €,Fondateurs : Sylvain Lhommée,Nombre d'employés : 5,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=BarterLink,https://barterlink.fr/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/11001992/,https://www.facebook.com/search/top/?q=barterlink,,[],[],[],"LE TROC ENTRE LES ENTREPRISES EST UNE PRATIQUE GRANDISSANTE EN FRANCE, ET BARTERLINK SE VEUT ÊTRE LA PLACE DE MARCHÉ DE RÉFÉRENCE DANS LE DOMAINE"
Ça Compte Pour Moi,,23/08/2017,https://www.jaimelesstartups.fr/ca-compte-pour-moi/,,"Fondateurs : Mathieu Chauveau, Jean-Philippe Romero",Nombre d'employés : 90,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=%C3%87a%20Compte%20Pour%20Moi,https://www.cacomptepourmoi.fr/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company-beta/9184517/,https://www.facebook.com/CaComptePourMoi/,https://www.instagram.com/cacomptepourmoi/,"['05 62 71 99 00', '0562719900']",['he***@ca*************.fr'],"['5 avenue Pierre-Georges Latécoère, 31520 Ramonville Saint-Agne']","Ça Compte Pour Moi est un cabinet d'expertise comptable en ligne qui réinvente la relation entre l’expert-comptable et l’entrepreneur, alliant harmonieusement les avantages du numérique et la proximité humaine."
Inbenta,12 millions $,07/04/2017,https://www.jaimelesstartups.fr/news/inbenta-robot-humanoide/,Levée de fonds : 12 millions $,Fondateurs : Jordi Torras,Nombre d'employés : 170,https://www.inbenta.fr/?utm_source=JaimeLesStartups,https://www.inbenta.com/fr/?utm_source=JaimeLesStartups,True,,https://www.facebook.com/inbentafrance/,,"['+1234567890', '123-456-7891', '+55 (11) 3075-2819', '+31 6 4990 1689', '123-456-7890', '+1234567892', '+15551234567', '+34 902 646 579', '+55 (51) 3126 5423', '123-456-7893', '+33 5 31 54 94 97', '+1 888 995 6936', '+81 3 6432 4433']",['marketing@inbenta.com'],"['Carrer de Tarragona, 16108014, Barcelona, Espagne', 'C. de las Huertas, 1128012 Madrid, Espagne', 'Piet Heinkade 55 1019 GM, Amsterdam, Pays-Bas', '456 Business Avenue, Town, Country', '1-10-22 Ishikawa Jimusho Bill 1F A, Akita T010-0966, Akita-ken, Akita-shi, Japon', '123 Main Street, City, Country', '123 Main Street, Cityville, ABC123', '478 Rue de la Découverte, Miniparc 3 - CS 67624, 31670 Labège Cedex, France', 'Av. Paulista, 2028 - 10º andar - Bela Vista, São Paulo - SP, 01310-200, Brésil', 'Rua Mostardeiro, 777 - 1401, Moinhos de Vento - 90430-001, Porto Alegre, Brésil', '950 W. Bethany Drive, Suite 400, Allen, TX 75013, ÉTATS-UNIS', '330 Bay Street Unit 820, Toronto, Ontario M5H 2S8, Canada']",INBENTA PRÉSENTE UN ROBOT HUMANOÏDE
RHINOV,1 million €,18/07/2017,https://www.jaimelesstartups.fr/rhinov-architecte-interieur-appli/,Levée de fonds : 1 million €,Fondateurs : Bastien Paquereau,Nombre d'employés : 40,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=RHINOV,https://www.rhinov.fr/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company-beta/9390569/,https://www.facebook.com/rhinov.fr/,,"['09 72 63 90 20', '09.72.63.90.20', '0972639020', '+0972639020']",['rh@rhinov.fr'],"['11 Rue Louis Blériot, 33130 BÈGLES, FRANCE']",RHINOV A INVENTÉ LE ADIAAS : ARCHITECTE D’INTERIEUR AS A SERVICE.
SeDomicilier,600 000 €,11/07/2017,https://www.jaimelesstartups.fr/news/sedomicilier-domicilation-startups-stationf/,Levée de fonds : 600 000 €,Fondateurs : Jonathan Malka et Geoffrey Antoine,Nombre d'employés : 10,https://sedomicilier.fr/?utm_source=JaimeLesStartups,https://sedomicilier.fr/?utm_source=JaimeLesStartups,True,,https://www.facebook.com/sedomicilier,,"['01 83 64 31 07', '+33183643107']","['presse@sedomicilier.fr', 'presse@sedomicilier.com']","['80+ adresses pour votre domiciliation en France', '91 route des romains, 67200, Strasbourg, France']","SEDOMICILIER PARTENAIRE OFFICIEL DE STATION F, PLUS GRAND CAMPUS DE STARTUPS AU MONDE !"
base10,400 000 €,08/11/2017,https://www.jaimelesstartups.fr/base10-marketplace-coworking-espace-de-travail/,Levée de fonds : 400 000 €,Fondateurs : Vincent Panier,Nombre d'employés : 1,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=base10,https://www.base10.fr/?utm_source=JaimeLesStartups,True,,https://www.facebook.com/base10fr/,,[],['bonjour@aoui.fr'],[],"BASE10 C’EST UNE MARKETPLACE POUR LES ESPACES DE TRAVAIL NON UTILISÉS. S’IL Y A UN BUREAU DE LIBRE DANS VOTRE STARTUP, VOUS POUVEZ LA LOUER À UN ENTREPRENEUR :"
ADDON-acs,300 000 €,04/10/2017,https://www.jaimelesstartups.fr/news/addon-acs/,Levée de fonds : 300 000 €,"Fondateurs : ALLOUARD, SEUX",Nombre d'employés : 5,http://addon-acs.com/?utm_source=JaimeLesStartups,https://addon-acs.com/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/10828740/,,,[],[],[],"ADDON-ACS, 1ÈRE PLATEFORME DE DIGITALISATION DU PARCOURS DE SOIN, LÈVE 300 000 € POUR ACCÉLÉRER SON DÉVELOPPEMENT!"
Kumulus Vape,245 000 €,07/09/2017,https://www.jaimelesstartups.fr/news/kumulus-vape/,Levée de fonds : 245 000 €,"Fondateurs : MENUT Astrid, BAERT Remi",Nombre d'employés : 13,https://www.kumulusvape.fr/?utm_source=JaimeLesStartups,https://www.kumulusvape.fr/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company-beta/3229788,https://www.facebook.com/Kumulusvape/,,"['04 11 90 95 95', '0411909595']",[],[],UNE STARTUP LYONNAISE LÈVE 245 000€ DE FONDS
Stootie,10 millions €,02/08/2017,https://www.jaimelesstartups.fr/stootie-services-entre-particuliers-et-professionnels/,Levée de fonds : 10 millions €,Fondateurs : Jean-Jacques Arnal,Nombre d'employés : 40,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Stootie,https://stootie.com/?utm_source=JaimeLesStartups,True,https://fr.linkedin.com/company/stootie,https://fr-fr.facebook.com/StootieApp/,,[],[],[],"STOOTIE, C’EST LE SITE DE MISE EN RELATION ENTRE CEUX QUI ONT BESOIN D’UN COUP DE MAIN, ET CEUX QUI PEUVENT AIDER CONTRE RÉMUNÉRATION :"
Rapidle,800k,26/04/2019,https://www.jaimelesstartups.fr/rapidle-clickcollect-pour-commercant/,Levée de fonds : 800k,Fondateurs : BROUTIN BROAWEYS,Nombre d'employés : 34,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Rapidle,https://www.rapidle.com/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/rapidle,https://www.facebook.com/rapidle.express/,,[],[],[],LA STARTUP RAPIDLE PROPOSE UNE SOLUTION ‘CLICK & COLLECT’ COMPLÈTE POUR LES PETITS COMMERÇANTS :
Swikly,1.5 million,26/04/2019,https://www.jaimelesstartups.fr/news/swikly-levee-de-fonds/,Levée de fonds : 1.5 million,Fondateurs : Xavier Rouhaud et Shaun Wourm,Nombre d'employés : 8,http://www.swikly.com/?utm_source=JaimeLesStartups,https://www.swikly.com/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/swikly/,https://www.facebook.com/swikly/,,['+33 4 20 88 00 48'],"['support@swikly.com', 'sales@swikly.com']",[],"LA STARTUP LYONNAISE FINTECH SWIKLY LÈVE 1,5 MILLION D'EUROS"
Carré d’artistes,500 000€,13/10/2016,https://www.jaimelesstartups.fr/news/carre-dartistes/,Levée de fonds : 500 000€,Fondateurs : Stéphanie Tosi - Patrice Martineau,,http://www.carredartistes.com/fr/?utm_source=JaimeLesStartups,https://www.carredartistes.com/fr-fr/,True,https://www.linkedin.com/company/carr%C3%A9-d'artistes,https://www.facebook.com/Carredartistes.galerie.art.contemporain,,"['0486318533', '04 86 31 85 33']","['recrutement@carredartistes.com', 'bonjour@carredartistes.com']",[],CARRÉ D'ARTISTES INTENSIFIE SON DÉVELOPPEMENT À L'INTERNATIONAL
UBLEAM,"1,25 million €",19/10/2017,https://www.jaimelesstartups.fr/ubleam-realite-augmentee-objet/,"Levée de fonds : 1,25 million €",Fondateurs : MANON PECASTAINGS,Nombre d'employés : 18,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=UBLEAM,https://www.ubleam.com/?utm_source=JaimeLesStartups,True,https://fr.linkedin.com/company/ubleam,https://fr-fr.facebook.com/Ubleam/,,"['0972625568', '+1-202-555-0165', '+1-202-555-0152', '+1-202-555-0199', '+1-202-555-0117', '+33 9 72 62 55 68']","['support@ubleam.com', 'contact@ubleam.com']","['123 Main Street, New York, NY 10001', '11 Cours du 30 Juillet, Bordeaux, 33000, FRANCE', '11 Cours du 30 Juillet, Bordeaux, 33000, France', '456 Elm Street, Los Angeles, CA 90001']","GRÂCE AU BLEAM, VOUS POUVEZ AJOUTER DE LA RÉALITÉ AUGMENTÉE À N’IMPORTE LEQUEL DE VOS OBJETS :"
GAARDEN,2 millions €,11/10/2017,https://www.jaimelesstartups.fr/news/gaarden-levee-de-fonds/,Levée de fonds : 2 millions €,Fondateurs : Laurent Mur,,http://gaarden.fr/?utm_source=JaimeLesStartups,https://gaarden.fr/?utm_source=JaimeLesStartups,True,,,,['+1234567890'],[],"['123 Main Street, City, Country']",GAARDEN ANNONCE UNE NOUVELLE LEVÉE DE FONDS DE 2 M€
Linkky,210 000 €,12/10/2017,https://www.jaimelesstartups.fr/linkky-sondage-collaborateurs/,Levée de fonds : 210 000 €,"Fondateurs : Caroline Jurado, Sophie Morel et Eloi Cousinet",Nombre d'employés : 6,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Linkky,https://www.linkky.co/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company-beta/10781700/admin,https://www.facebook.com/Linkkyteam/,,[],[],[],SI VOUS SOUHAITEZ FAIRE UN SONDAGE AUPRÈS DE VOS COLLABORATEURS. LINKKY EST LÀ POUR ÇA :
Agorastore,500 000 €,06/04/2018,https://www.jaimelesstartups.fr/agorastore/,Levée de fonds : 500 000 €,"Fondateurs : Riahi, Nataf",Nombre d'employés : 30,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Agorastore,https://www.agorastore.fr/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/agorastore/,https://www.facebook.com/AgoraStore/,,[],[],"[""Centre d'exploitation - 520 m² - Boissy-Saint-Léger (94)"", 'Ancien EHPAD - 2 734 m² - Châtellerault (86)', 'Appartement - 105 m² - Bastia (20)']","UNE PLACE DE VENTE AUX ENCHÈRES POUR QUE LES MAIRIES ET GRANDES ENTREPRISES REVENDENT LE MATERIEL QU’ELLES N’UTILISENT PLUS, VOICI LA BONNE IDÉE D’AGORASTORE :"
StarOfService,10 millions €,17/08/2017,https://www.jaimelesstartups.fr/starofservice-service-a-la-personne-monde/,Levée de fonds : 10 millions €,"Fondateurs : Lucas Lambertini (CEO et co-fondateur), Toni Paignant (COO et co-fondateur), Mael Leclair (CTO et co-fondateur)",,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=StarOfService,https://www.starofservice.com/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/starofservice-com,https://www.facebook.com/Starofservice,,"['Fax: 1-800-987-6543', 'WhatsApp: +1234567890', '1-800-123-4567']","['toni@starofservice.com', 'contact@starofservice.com']","['Paris, France', '123 Main Street, Cityville, Country']","STAROFSERVICE, C’EST LA STARTUP QUI APPLIQUE LA LOGIQUE DU SERVICE À LA PERSONNE MAIS À LA PLANÈTE TOUTE ENTIÈRE. RIEN QUE ÇA !"
Éditions Animées,72 000 €,05/10/2017,https://www.jaimelesstartups.fr/editions-animees/,Levée de fonds : 72 000 €,Fondateurs : Claire Faÿ,Nombre d'employés : 9,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=%C3%89ditions%20Anim%C3%A9es,https://editions-animees.com/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/5390129/,https://www.facebook.com/EditionsAnimees,,[],"['veronique@editions-animees.com', 'pierrick@editions-animees.com', 'claire@editions-animees.com', 'valentine@editions-animees.com']",[],"SI AVEZ DÉJÀ EU ENVIE DE FAIRE DES DESSINS ANIMÉS MAIS QUE NOUS N’ÊTES PAS SUR D’AVOIR LE TALENT OU TOUT SIMPLEMENT PEUR DE CES CRAYONS DE COULEURS.. NE PLEUREZ PLUS, VOTRE RÊVE EST BIENTÔT EXAUCÉ:"
Glowbl,1 million €,03/08/2017,https://www.jaimelesstartups.fr/glowbl-conference-en-ligne-reunion/,Levée de fonds : 1 million €,Fondateurs : Mathieu LABEY,Nombre d'employés : 17,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Glowbl,https://www.glowbl.com/fr/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/glowbl/,https://www.facebook.com/Glowbl/,,"['WhatsApp: +123456789', 'WhatsApp: +1122334455', 'WhatsApp: +9876543210', 'Fax: 789-0123', '+1234567890', '123-789-4560', '+1-202-555-0186', '456-7890', '123-456-7890', '789-123-4560', 'Fax: 789-012-3456', '+1-202-555-0152', '+1-202-555-0168', '456-789-0123', '+1-202-555-0199', '+1-202-555-0136', '+1237894560']",[],"['123 Street Name, City, Country', '123 Main St, Anytown, USA', '123 Main Street, Cityville, Country A', '456 Elm Street, Townsville, Country B', '123 Main Street, City, Country', '456 Elm Street, Town, Country', '456 Oak Avenue, Town, Country', '456 Avenue Road, Town, Country', '456 Elm St, Othertown, USA']",LA RÉUNION EN LIGNE ! ENCORE UN MARCHÉ QUI N’AVAIT PAS ENCORE TROUVÉ SA LICORNE MAIS C’EST CHOSE FAITE AVEC GLOWBL :
energie-fruit,5 millions €,18/09/2017,https://www.jaimelesstartups.fr/energie-fruit-cosmetique/,Levée de fonds : 5 millions €,Fondateurs : Carol-Ann LOVERA & Sophie BLIN,Nombre d'employés : 15,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=energie-fruit,https://energie-fruit.com/en/?utm_source=JaimeLesStartups%3Futm_source%3DJaimeLesStartups,True,https://www.linkedin.com/company/9201200/,https://www.facebook.com/energiefruit/,,['01 58 83 42 25'],['contact@energie-fruit.com'],[],"LE BIO ET LE BIEN-FAIT CE N’EST PAS RÉSERVÉ À CE QU’ON MET DANS LA BOUCHE, ÇA COMPTE AUSSI POUR LES COSMÉTIQUES :"
TravelCar,22 millions €,22/12/2017,https://www.jaimelesstartups.fr/news/travelcar/,Levée de fonds : 22 millions €,Fondateurs : Ahmed Mhiri,,http://www.travelcar.com/?utm_source=JaimeLesStartups,https://www.travelcar.com/en-US/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/2830520/,https://www.facebook.com/TravelerCar/,,[],[],[],TRAVELCAR PROPOSE SON SERVICE D'AUTOPARTAGE ENTRE VOYAGEURS À L'AÉROPORT DE CHICAGO!
KYUMP,"2,4 millions €",30/11/2017,https://www.jaimelesstartups.fr/news/kyump/,"Levée de fonds : 2,4 millions €","Fondateurs : Alexandre Hudavert, Guillaume-Henri Blanchet et Louis-Gabriel de Causans",Nombre d'employés : 30,https://www.kyump.com/?utm_source=JaimeLesStartups,https://www.capcar.fr/,True,,,,"['+1234567894', '+1234567890', '123-456-7891', '123-456-7893']",[],"['123 Main Street, City, Country', '456 Elm Avenue, Town, Country']","POUR SON PREMIER TOUR DE TABLE, KYUMP LÈVE 2,4 MILLIONS D’EUROS"
myfood,1 million €,26/10/2017,https://www.jaimelesstartups.fr/myfood-potager-serre-connecte/,Levée de fonds : 1 million €,"Fondateurs : Johan Nazarely, Mickaël Gandecki, Matthieu Urban",Nombre d'employés : 10,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=myfood,https://myfood.eu/fr/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/10250729/,https://www.facebook.com/myfoodeu/,,"['123-789-4561', '789-456-1230', '+1234567890', '123-456-7890', '123-7894561', '+33 (0)3 67 37 00 56', '789-123-4567']","['lila@myfood.eu', 'mickael@myfood.eu', 'adrien@myfood.eu', 'michael@myfood.eu', 'contact@myfood.eu', 'lotfi@myfood.eu', 'constant@myfood.eu', 'julien@myfood.eu', 'gueny@myfood.eu', 'olivia@myfood.eu', 'hugo@myfood.eu', 'valentine@myfood.eu', 'nathalie@myfood.eu', 'emeline@myfood.eu', 'matthieu@myfood.eu', 'christelle@myfood.eu', 'support@myfood.eu', 'baptiste@myfood.eu', 'anne-sophie@myfood.eu']","['123 Main Street, Cityville, Country', '123 Main Street, New York, NY 10001', '456 Oak Avenue, Los Angeles, CA 90001', '43 Route Ecospace Parc d’Activité Ecoparc67120 Molsheim – France']",SI VOUS AVEZ LA MAIN VERTE ET QUE VOUS RÊVEZ D’AVOIR VOTRE POTAGER POUR PRODUIRE VOS PROPRES FRUITS & LÉGUMES ALORS MYFOOD A UNE SERRE POUR VOUS :
Interactive Wall,170 000 €,09/11/2017,https://www.jaimelesstartups.fr/news/interactive-wall/,Levée de fonds : 170 000 €,Fondateurs : Thomas MATHIEU,Nombre d'employés : 3,https://fr.interactive-wall.com/accueil?utm_source=JaimeLesStartups,https://fr.interactive-wall.com/accueil?utm_source=JaimeLesStartups,True,https://www.linkedin.com/in/thomas-mathieu-74a9b4109/,https://www.facebook.com/Interactive.WallFR/,,['+33 (0)7 67 47 00 61'],['contact@interactive-wall.com'],[],LA STARTUP INTERACTIVE WALL RÉALISE SA PREMIÈRE LEVÉE DE FONDS EN AMORÇAGE
MakeICI,1.6 million €,07/11/2017,https://www.jaimelesstartups.fr/news/makeici/,Levée de fonds : 1.6 million €,"Fondateurs : Nicolas Bard, Christine Bard",Nombre d'employés : nc,http://makeici.org/icimontreuil/?utm_source=JaimeLesStartups,https://makeici.org/icimontreuil/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/10353356/,https://www.facebook.com/ICIMontreuil/,,"['07 49 57 05 71', '01 89 21 00 80', '01 71 86 43 35', '07 69 08 96 35', '07 49 13 93 48']","['icimarseille@makeici.org', 'icinantes@makeici.org', 'laura@fablab-laverriere.org', 'icimontreuil@makeici.org', 'iciwasquehal@makeici.org']","['21 avenue de Bon Air – St Pierre Montlimart 49110 MONTREVAULT SUR EVRE', '24 Rue de la Mitrie, 44000 Nantes', '14, avenue Jean-Paul Sartre 59290 WASQUEHAL', '135 Bd Chanzy, 93100 Montreuil', '77 Rue de Lyon, 13015 Marseille']",MAKEICI RÉALISE UNE LEVÉE DE FONDS DE 1.6 MILLION D'EUROS
IPaidThat,105 000 €,02/03/2018,https://www.jaimelesstartups.fr/ipaidthat-comptabilite-machine-learning/,Levée de fonds : 105 000 €,Fondateurs : Hugo Allary et Sébastien Claeys,Nombre d'employés : 7,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=IPaidThat,https://ipaidthat.io/fr/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/ipaidthat/,https://www.facebook.com/IPaidThat/,,[],[],[],IPAIDTHAT AUTOMATISE UNE PARTIE DE LA COMPTABILITÉ DE VOTRE BOITE. ET ÇA MÉRITE UN PRIX NOBEL !
Glowbl,1 million €,06/12/2017,https://www.jaimelesstartups.fr/news/glowbl/,Levée de fonds : 1 million €,Fondateurs : Mathieu Labey,Nombre d'employés : 15,https://www.glowbl.com/?utm_source=JaimeLesStartups,https://www.glowbl.com/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company-beta/2968434/,https://www.facebook.com/Glowbl/,,"['123-456-7890', '+1234567890', 'Fax: 9876543210', 'WhatsApp: 555-555-5555']",[],"['123 Main Street, Cityville, ABC123']",UTILISER GLOWBL POUR RÉPONDRE AUX ENJEUX DE LA FUSION DES RÉGIONS
Gifts for Change,360 000 €,12/07/2017,https://www.jaimelesstartups.fr/gifts-for-change/,Levée de fonds : 360 000 €,Fondateurs : Alexis Krycève,Nombre d'employés : 7,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Gifts%20for%20Change,https://www.giftsforchange.fr/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/gifts-for-change,,,"['+33 (0)9 72 62 50 89', '0972625089']",[],"['32 rue René Boulanger, 75010 PARIS', '32 rue René Boulanger 75010 PARIS']","LA COMMUNICATION TOUT ÇA TOUT ÇA, C’EST SOUVENT PLUS DE PAROLE QUE DE GESTE. DU COUP SI VOUS SOUHAITEZ FAIRE DES OPÉS AVEC VOTRE STARTUP, TOUT EN ÉTANT IMPLIQUÉ SUR LES PROBLÉMATIQUES D’ÉCOLOGIE ET DE SOCIÉTÉ, VOUS DEVRIEZ REGARDER CE QUE PROPOSE GIFTS FOR CHANGE :"
Bleexo,500 000 €,08/03/2018,https://www.jaimelesstartups.fr/bleexo-leviers-de-lengagement-coach-les-managers/,Levée de fonds : 500 000 €,Fondateurs : Stéphane Waller,Nombre d'employés : 8,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Bleexo,https://www.bleexo.com/?utm_source=JaimeLesStartups,True,https://fr.linkedin.com/company/bleexo,https://www.facebook.com/bleexo/,,"['0582880000', '+33582880000']","['contact@bleexo.com', 'contact@bleexo.com?subject=Contact%20via%20Bleexo.com']","['Bleexo (At Home), 3 rue Alaric II, 31000 Toulouse']",LA STARTUP BLEEXO PREND LA TEMPÉRATURE DES ÉQUIPES ET REMONTE LES CONSEILS ADÉQUAT AUX MANAGERS GRÂCE À UN IA. C’EST LE MANAGER DU FUTUR :
Bloomco,,03/10/2017,https://www.jaimelesstartups.fr/expertaly-consultant-independant/,,Fondateurs : Pierre Beranger,Nombre d'employés : 10,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Bloomco,https://bloomco.fr/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/bloomcommunity/,,,[],"['contact@bloomco.fr', 'contact@bloomco.fr?subject=Contact%20-%20Website']","['39, Rue Godot de Mauroy, 75009, Paris', '39 rue Godot de Mauroy, 75009 Paris']",Bloomco permet aux entreprises et aux cabinets de conseil d'accéder aux meilleurs consultants indépendants sous 48h en réduisant leurs coûts.
Yousign lève 3 millions d’euros !,3 Millions €,25/01/2018,https://www.jaimelesstartups.fr/news/yousign-leve-3-millions-deuros/,Levée de fonds : 3 Millions €,"Fondateurs : Luc Pallavidino, Antoine Louiset",Nombre d'employés : 25,https://yousign.com/?utm_source=JaimeLesStartups,https://yousign.com/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/2900651/,https://www.facebook.com/yousignfr,,"['123-456-7890', '+1234567890']",[],"['123 Main Street, City, Country']","LA SOCIÉTÉ YOUSIGN, EXPERTE DE LA SIGNATURE ÉLECTRONIQUE LÈVE 3 MILLIONS D'EUROS !"
CONNECTINNOV,400 000 €,16/01/2018,https://www.jaimelesstartups.fr/connectinnov-table-jeux-enfants-surface/,Levée de fonds : 400 000 €,Fondateurs : Mmichel,Nombre d'employés : 4,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=CONNECTINNOV,https://www.connectinnov.com/?utm_source=JaimeLesStartups,True,,https://www.facebook.com/pg/tableTactileEnfant/photos/?ref=page_internal,,"['+33 (0)1 85 09 18 46', '01 85 09 18 46', '+33185091846']",[],"['203 rue Michel Carré 95870 Bezons', 'Bezons, 95', '203 rue Michel Carré, 95870 Bezons']","LES ESPACES DE JEUX POUR ENFANTS, QUI FONT LE BONHEUR DES PARENTS LE TEMPS QU’ILS FINNISSENT CALMEMENT LEUR COURSES, SONT EN TRAIN DE PASSER AU NUMÉRIQUE GRÂCE À LA TABLE DE JEUX POUR ENFANTS DE CONNECTINNOV :"
Dans Ma Culotte,450 000 €,27/11/2017,https://www.jaimelesstartups.fr/news/dans-ma-culotte-levee-de-fonds/,Levée de fonds : 450 000 €,Fondateurs : Marie Réveilhac et Noëlle Papay,Nombre d'employés : 8,https://dansmaculotte.com/fr/?utm_source=JaimeLesStartups,https://dansmaculotte.com/,True,,https://www.facebook.com/dansmaculotte,,[],['dataprivacy@dansmaculotte.fr'],"['2, rue de la Miséricorde, 14000 Caen']","DANS MA CULOTTE, LA STARTUP DE L’HYGIÈNE INTIME LÈVE 450 000 EUROS"
BEASYNESS,400 000 €,04/12/2017,https://www.jaimelesstartups.fr/beasyness-plateforme-decisionnelle-pour-entrepreneur/,Levée de fonds : 400 000 €,Fondateurs : Bertrand LAZARE / Cédric ANGENIOL,Nombre d'employés : 5,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=BEASYNESS,https://operaction.com/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/beasyness/,https://www.facebook.com/beasynessapps/,,['0607636272'],['contact@operaction.com'],"['1 rue des Charmilles, 26120 MONTELIER', '4, allée du point du jour, Les Solstices, 26120 MONTELIER', 'Parc d’activités Rovaltain, 3 rue Olivier de Serres, 26300 CHATEAUNEUF-SUR-ISERE']",BEASYNESS EST UN OUTIL D’ÉCHANGE POUR ENTREPRENEURS AFIN DE BÉNÉFICIER DE ININTELLIGENCE COLLECTIVE POUR PRENDRE LES MEILLEURES DÉCISIONS :
Garantme,100 000 €,07/02/2018,https://www.jaimelesstartups.fr/garantme-garant-loyer-etudiant/,Levée de fonds : 100 000 €,"Fondateurs : Emile Karam, Thomas Reynaud, Mylène Romano",Nombre d'employés : 5,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Garantme,https://garantme.fr/fr/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/11191332/,https://www.facebook.com/search/top/?q=garantme&opensearch=1,,"['+1234567890', '123-456-7891', '123-456-7892', '123-456-7890', '+1234567892', '+1234567891']","['www.mediation-assurance.org', 'lucie.de.antoni@garantme.fr', 'reclamation@garantme.fr']","['456 Elm Street, City, Country', '9 rue des colonnes, 75002 Paris', '123 Main Street, City, Country', 'La Médiation de l’Assurance TSA 50110 75441 PARIS CEDEX 09']",LA STARTUP GARANTME SE POSITIONNE COMME GARANT POUR LE LOYER DES ÉTUDIANTS.
Groww,400 000 €,06/03/2018,https://www.jaimelesstartups.fr/groww-assistant-jardinier/,Levée de fonds : 400 000 €,Fondateurs : Benoit Gryspeerdt & Thibaut Martini,Nombre d'employés : 3,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Groww,https://groww.fr/,True,https://www.linkedin.com/company/groww/,https://www.facebook.com/growwit/,,[],[],[],"GROWW C’EST L’APPLI QU’IL VOUS FAUT, SI VOUS N’AVEZ PAS ÉTUDIÉ L’AGRO :"
